date,obs_cms,nhd_outlet_cms,nhd_assigned_cms,taudem_outlet_cms,taudem_assigned_cms
2023-01-01,18.179398380844237,0.36543285846710205,0.0027661100029945374,0.006795161869376898,0.00016092776786535978
2023-01-02,18.15108156093638,0.3592633008956909,0.0026901999954134226,0.0061719068326056,4.073246964253485e-05
2023-01-03,18.179398380844237,0.3531779646873474,0.002596654463559389,0.0059681362472474575,3.031525920960121e-05
2023-01-04,18.15108156093638,0.34973862767219543,0.0025766249746084213,0.006601129658520222,0.00019767759658861905
2023-01-05,18.037814281304954,0.36512380838394165,0.003764491993933916,0.016170473769307137,0.0004345154738985002
2023-01-06,17.896230181765667,0.38131681084632874,0.005437030456960201,0.02083635702729225,0.00016549638530705124
2023-01-07,17.839596541949952,0.3920615017414093,0.006578181870281696,0.013196955434978008,0.00013451573613565415
2023-01-08,17.839596541949952,0.3970048129558563,0.006354288663715124,0.012308208271861076,0.00012489753135014325
2023-01-09,17.86791336185781,0.3967474699020386,0.004361001309007406,0.010411347262561321,0.00010730908979894593
2023-01-10,17.782962902134237,0.39274224638938904,0.002815679647028446,0.009033281356096268,8.576124673709273e-05
2023-01-11,17.726329262318526,0.3865947425365448,0.0025614434853196144,0.007940521463751793,6.259856309043244e-05
2023-01-12,17.782962902134237,0.379367858171463,0.0026979553513228893,0.007373502478003502,4.5165244955569506e-05
2023-01-13,17.86791336185781,0.3846280872821808,0.003975623287260532,0.01572275161743164,0.00030780048109591007
2023-01-14,17.66969562250281,0.40065765380859375,0.006364426109939814,0.025095729157328606,0.0003283553814981133
2023-01-15,17.58474516277924,0.4167296886444092,0.009163846261799335,0.014537795446813107,0.00023036285710986704
2023-01-16,17.58474516277924,0.42313340306282043,0.003963632974773645,0.014727357774972916,0.0001487532426835969
2023-01-17,17.613061982687096,0.42209213972091675,0.002075071446597576,0.010353866033256054,0.00013947147817816585
2023-01-18,17.66969562250281,0.41633838415145874,0.001554882270283997,0.008930761367082596,0.00012249320570845157
2023-01-19,17.782962902134237,0.4080132842063904,0.0014422611566260457,0.007663995958864689,0.0001014875597320497
2023-01-20,17.811279722042094,0.3983854651451111,0.0013303690357133746,0.006537306122481823,7.644179277122021e-05
2023-01-21,17.86791336185781,0.38926446437835693,0.0012225450482219458,0.006366616580635309,0.0001362871116725728
2023-01-22,18.009497461397096,0.42703160643577576,0.005633951630443335,0.03852911293506622,0.0007545953267253935
2023-01-23,17.641378802594954,0.5462227463722229,0.02507597766816616,0.058164339512586594,0.001394362305290997
2023-01-24,17.55642834287138,0.7710477113723755,0.0074837650172412395,0.03598061949014664,0.0007523191161453724
2023-01-25,17.726329262318526,1.5542993545532227,0.02582191675901413,0.037471599876880646,0.0006555623258464038
2023-01-26,17.55642834287138,0.832591712474823,0.005239330697804689,0.03675340488553047,0.0009126403601840138
2023-01-27,17.443161063239952,1.1386538743972778,0.015386177226901054,0.031714603304862976,0.0006097795558162034
2023-01-28,17.38652742342424,0.7585788369178772,0.007090195547789335,0.023524601012468338,0.0005240727914497256
2023-01-29,17.528111522963524,0.7288995385169983,0.013556445017457008,0.02191811054944992,0.00044623861322179437
2023-01-30,17.528111522963524,0.5481602549552917,0.003413836471736431,0.015336702577769756,0.0003710181044880301
2023-01-31,17.499794703055667,0.4493657648563385,0.003893788903951645,0.013286800123751163,0.00030016235541552305
